"Country","Flow name","Flow code","Flow unit","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Costa Rica","Domestic Material Consumption","DMC","t","15439079.968","16296149.2392","17194088.3932","18245424.514","19570327.5586","19889800.1038","19125028.3663","20485723.8193","21825866.6423","22413691.5553","22765048.1721","21921232.7077","21986728.1539","22749474.7439","23775400.927","23786387.1661","24752622.7988","24549856.7146","24435793.0855","26235579.4715","26553383.3553","27701222.7701","28698579.5963","30267388.9108","32472770.1327","30614012.4502","31263956.5936","32692662.1301","37735182.7608","39152828.8539","36448109.5666","37839064.8485","36664993.5935","38564936.1752","40278901.2058","39938060.7213","47599082.3587","46426571.4125","44454159.1614","40950155.7828","48788810.2472","48616040.9491","47458931.7445","50015643.4835","49770076.2327","51938210.4098","54197625.3175","56894222.966","52974214.3486","55346970.1834","48303769.4217","51526956.1182","53433808.7349","54921918.9249","54933172.532"
