"Country","Flow name","Flow code","Flow unit","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Costa Rica","Domestic Material Consumption per capita","DMC/cap","t/cap","8.3198","8.5522","8.7925","9.0943","9.5083","9.4182","8.8234","9.2045","9.5467","9.5408","9.4292","8.8345","8.6196","8.6746","8.8181","8.5826","8.6917","8.3943","8.1413","8.5208","8.4076","8.5513","8.6391","8.8881","9.3068","8.5685","8.5509","8.7427","9.8746","10.0355","9.1597","9.3356","8.8936","9.2071","9.4711","9.2537","10.8719","10.4564","9.8745","8.9741","10.5552","10.3882","10.0196","10.4383","10.274","10.6099","10.9596","11.3929","10.5092","10.8854","9.4286","9.9976","10.3138","10.5372","10.47"
